Date,Ticker,Sentiment_Mean,Sentiment_Std,Headline_Count
2021-10-05,TSLA,-0.014134101,0.68390435,11
2021-10-06,AAPL,-0.20997293,0.65640914,14
2021-10-06,MSFT,0.15195099,0.59091187,7
2021-10-06,NVDA,-0.07496478,0.4582838,2
2021-10-06,TSLA,-0.21487331,0.57755077,11
2021-10-07,AAPL,-0.24774949,0.3948468,9
2021-10-07,MSFT,-0.67697746,0.092862785,3
2021-10-07,NVDA,-0.48454103,0.09259507,3
2021-10-07,TSLA,0.10554895,0.5883014,11
2021-10-08,AAPL,0.043713946,0.4762973,12
2021-10-08,MSFT,-0.16724163,0.4288054,5
2021-10-08,NVDA,0.7796354,0.0,1
2021-10-08,TSLA,-0.038066562,0.5225024,11
2021-10-09,AAPL,-0.55428106,0.5206593,3
2021-10-09,MSFT,-0.46238735,0.70107454,2
2021-10-09,NVDA,-0.5729103,0.0,1
2021-10-09,TSLA,0.32119846,0.73218584,4
2021-10-10,AAPL,-0.26245216,0.9897255,2
2021-10-10,MSFT,0.43738943,0.0,1
2021-10-10,TSLA,0.14369237,0.7650177,4
2021-10-11,AAPL,0.2375469,0.62149006,8
2021-10-11,MSFT,0.3049175,0.6816896,2
2021-10-11,TSLA,0.14820868,0.4160084,8
2021-10-12,AAPL,-0.12548052,0.7014799,6
2021-10-12,MSFT,0.9257654,0.0032234332,2
2021-10-12,NVDA,0.5166032,0.5585345,2
2021-10-12,TSLA,0.4524149,0.41907623,11
2021-10-13,AAPL,-0.26780376,0.71876484,11
2021-10-13,MSFT,0.2453211,0.25636858,2
2021-10-13,NVDA,0.9385579,0.0,1
2021-10-13,TSLA,0.2802375,0.68133366,8
2021-10-14,AAPL,0.34306982,0.44566053,8
2021-10-14,MSFT,0.24058406,0.70847064,6
2021-10-14,NVDA,0.54052675,0.5573613,2
2021-10-14,TSLA,-0.05993949,0.48923728,11
2021-10-15,AAPL,-0.07387945,0.55443954,5
2021-10-15,MSFT,0.9016212,0.0,1
2021-10-15,NVDA,-0.6850309,0.0,1
2021-10-15,TSLA,0.16043653,0.5684533,13
2021-10-16,AAPL,0.1371618,0.25518432,6
2021-10-16,MSFT,0.15467572,0.0,1
2021-10-16,NVDA,0.54739773,0.55539286,2
2021-10-16,TSLA,0.36348638,0.38948953,5
2021-10-17,AAPL,-0.8692333,0.0,1
2021-10-17,MSFT,0.8225836,0.0,1
2021-10-17,TSLA,0.8225836,0.0,1
2021-10-18,AAPL,-0.23599175,0.62465614,9
2021-10-18,MSFT,0.30962038,0.43216568,6
2021-10-18,NVDA,-0.5730015,0.0,1
2021-10-18,TSLA,0.2707182,0.54711974,12
2021-10-19,AAPL,0.0929938,0.63849896,11
2021-10-19,MSFT,-0.0027414681,0.0154672675,2
2021-10-19,NVDA,0.09256481,0.0,1
2021-10-19,TSLA,0.155254,0.52516466,11
